Name des Unternehmens,Ort,Länderkürzel,NACE code,"Kons.
Code","Anzahl der Mitarbeiter
Letztes verf. Jahr",Globale KM - Name,Adresse,Postleitzahl,Region,Land,Latitude,Longitude,Country,Full Address
H2-SPHERE GMBH,KONSTANZ,DE,2011,LF,4,MR BERNHARD DOLD,HÖRIBLICK,78467,Konstanz,Deutschland,47.68879075,9.149356856635023,Germany,"HÖRIBLICK, 78467, Konstanz, Deutschland"
H2SUSTAIN UG (HAFTUNGSBESCHRÄNKT),HAMM,DE,7490,LF,1,,BRANDENBURGER STR. 24,59067,Hamm,Deutschland,51.667013,7.784871,Germany,"BRANDENBURGER STR. 24, 59067, Hamm, Deutschland"
H2URI AG,ALTDORF UR,CH,2011,LF,15,EWA-ENERGIEURI AG,"C/O EWA-ENERGIEURI AG, HERRENGASSE 1",6460,Uri,Schweiz,46.882654,8.640117,Switzerland,"C/O EWA-ENERGIEURI AG, HERRENGASSE 1, 6460, Uri, Schweiz"
HAMBURG GREEN HYDROGEN GMBH & CO. KG,HAMBURG,DE,3511,LF,2,"FLAVEO IV GREEN ENERGY S.C.S., SICAV-RAIF",MOORBURGER SCHANZE 2,21079,"Hamburg, Freie und Hansestadt",Deutschland,53.487492,9.949587,Germany,"MOORBURGER SCHANZE 2, 21079, Hamburg, Freie und Hansestadt, Deutschland"
HAZWEI 1. BETEILIGUNGSGESELLSCHAFT MBH,HANNOVER,DE,3511,LF,1,E.ON SE,GEORGSTR. 56,30159,Hannover,Deutschland,52.3711185,9.7411441,Germany,"GEORGSTR. 56, 30159, Hannover, Deutschland"
HAZWEI 2. BETEILIGUNGSGESELLSCHAFT MBH,HANNOVER,DE,3511,U1,n.v.,E.ON SE,GEORGSTR. 56,30159,Hannover,Deutschland,52.3711185,9.7411441,Germany,"GEORGSTR. 56, 30159, Hannover, Deutschland"
HAZWEI 3. BETEILIGUNGSGESELLSCHAFT MBH,HANNOVER,DE,2011,U1,n.v.,E.ON SE,GEORGSTR. 56,30159,Hannover,Deutschland,52.3711185,9.7411441,Germany,"GEORGSTR. 56, 30159, Hannover, Deutschland"
HDF ENERGY DEUTSCHLAND GMBH,BERLIN,DE,2011,LF,1,MR DAMIEN HAVARD,WALLSTR. 9,10179,Berlin,Deutschland,52.5111659,13.4042824,Germany,"WALLSTR. 9, 10179, Berlin, Deutschland"
HEE TECHNOLOGIES GMBH,KÖLN,DE,2790,LF,6,,AM WASSERMANN 28 A,50829,Köln,Deutschland,50.950375,6.875176,Germany,"AM WASSERMANN 28 A, 50829, Köln, Deutschland"
HEMTRON GMBH,HAMBURG,DE,2011,LF,3,OILINVEST (NETHERLANDS) B.V.,ALSTERUFER 5,20354,"Hamburg, Freie und Hansestadt",Deutschland,53.560131,9.995724,Germany,"ALSTERUFER 5, 20354, Hamburg, Freie und Hansestadt, Deutschland"
HET HOCHLEISTUNGS- EISENBAHN- UND TRANSPORTTECHNIK ENTWICKLUNGS-GMBH,NEUMARKT AM WALLERSEE,AT,7112,U1,n.v.,MR JOHANN HARTL,EISENHUTSTRAßE 3,5202,Salzburg,Österreich,47.9382374,13.2337135,Austria,"EISENHUTSTRAßE 3, 5202, Salzburg, Österreich"
HH2E WERK LUBMIN GMBH,LUBMIN,DE,2011,LF,2,FORESIGHT HYDROGEN HOLDCO GMBH,SÜDRING,17509,Vorpommern-Greifswald,Deutschland,,,Germany,"SÜDRING, 17509, Vorpommern-Greifswald, Deutschland"
HHYDROBIS AG,GLÜCKSBURG,DE,4669,LF,3,,GILDESTR. 2 /4,24960,Schleswig-Flensburg,Deutschland,54.82860035,9.536381162539149,Germany,"GILDESTR. 2 /4, 24960, Schleswig-Flensburg, Deutschland"
HI ENERGY AG,ZUG,CH,7740,LF,4,,"C/O AFL TREUHAND- UND REVISIONS AG, GARTENSTRASSE 2",6302,Zug,Schweiz,47.170196,8.515242,Switzerland,"C/O AFL TREUHAND- UND REVISIONS AG, GARTENSTRASSE 2, 6302, Zug, Schweiz"
HIF EMEA GMBH,BERLIN,DE,2011,LF,18,HIF GLOBAL LLC,LENNESTR. 3,10785,Berlin,Deutschland,52.5118779,13.376104,Germany,"LENNESTR. 3, 10785, Berlin, Deutschland"
HITACHI ZOSEN INOVA ETOGAS GMBH,ZEVEN,DE,2011,LF,2,日立造船株式会社,LUDWIG-ELSBETT-STR. 1,27404,Rotenburg,Deutschland,53.2728772,9.3046568,Germany,"LUDWIG-ELSBETT-STR. 1, 27404, Rotenburg, Deutschland"
HITES HOLDING GMBH,SULZBACH-ROSENBERG,DE,2011,LF,3,,AN DER MAXHÜTTE,92237,Amberg-Sulzbach,Deutschland,49.48554445,11.760332061277492,Germany,"AN DER MAXHÜTTE, 92237, Amberg-Sulzbach, Deutschland"
HOPHYDRO GMBH,REGENSBURG,DE,7112,U1,n.v.,HOPSOL AG,AGNES-PÜTREICH-STR.,93053,Regensburg,Deutschland,49.0090593,12.1226737,Germany,"AGNES-PÜTREICH-STR., 93053, Regensburg, Deutschland"
HPS HOME POWER SOLUTIONS AG,BERLIN,DE,4614,U1,192,,CARL-SCHEELE-STR. 16,12489,Berlin,Deutschland,52.4298168,13.5243869,Germany,"CARL-SCHEELE-STR. 16, 12489, Berlin, Deutschland"
HY2B WASSERSTOFF GMBH,GRASBRUNN,DE,2011,LF,2,,HAUPTSTR. 8 B,85630,"München, Landkreis",Deutschland,48.0583996,11.7723543,Germany,"HAUPTSTR. 8 B, 85630, München, Landkreis, Deutschland"
HY2CHARGE GMBH,BERLIN,DE,5229,LF,1,,ZUM HECKESHORN 42 K,14109,Berlin,Deutschland,52.430876,13.163302,Germany,"ZUM HECKESHORN 42 K, 14109, Berlin, Deutschland"
HY2GEN DEUTSCHLAND GMBH,WIESBADEN,DE,2011,LF,1,HY2GEN AG,KLINGHOLZSTR. 7,65189,Wiesbaden,Deutschland,50.0698676,8.2421531,Germany,"KLINGHOLZSTR. 7, 65189, Wiesbaden, Deutschland"
HY2GEN NAUTILUS GMBH,FRIESOYTHE,DE,2011,LF,1,HY2GEN AG,MOORSTR. 15,26169,Niedersachsen,Deutschland,53.0192152,7.8572491,Germany,"MOORSTR. 15, 26169, Niedersachsen, Deutschland"
HY2SERV GMBH,DIEBURG,DE,4675,LF,1,MR CHRISTIAN WINZENHOELER,AUBERGENVILLER ALLEE 65,64807,Darmstadt-Dieburg,Deutschland,49.89536565,8.8200803145055,Germany,"AUBERGENVILLER ALLEE 65, 64807, Darmstadt-Dieburg, Deutschland"
HYCENTA RESEARCH GMBH,GRAZ,AT,3312,U1,36,,INFFELDGASSE 15,8010,Steiermark,Österreich,47.0587166,15.463857800000005,Austria,"INFFELDGASSE 15, 8010, Steiermark, Österreich"
HYCOLOGNE - WASSERSTOFF REGION RHEINLAND E.V.,HÜRTH,DE,9499,NRLF,2,,GOLDENBERGSTR. 2,50354,Rhein-Erft-Kreis,Deutschland,50.863565,6.846226,Germany,"GOLDENBERGSTR. 2, 50354, Rhein-Erft-Kreis, Deutschland"
HYCON ENERGY-SYSTEMS GMBH,PADERBORN,DE,9609,LF,3,MR JOERG HILLEBRAND,HATHUMARSTR. 16,33098,Paderborn,Deutschland,51.7217699,8.7550849,Germany,"HATHUMARSTR. 16, 33098, Paderborn, Deutschland"
HYDROFY GMBH,WIEN,AT,6200,U1,n.v.,MR MATTHIAS MUELLNER,LIECHTENSTEINSTRAßE 111 -115,1090,Wien,Österreich,48.2284121,16.3559374,Austria,"LIECHTENSTEINSTRAßE 111 -115, 1090, Wien, Österreich"
HYDROGEN COMPETENCE CENAU GMBH,KLOSTERNEUBURG,AT,8299,LF,1,MR CHRISTIAN FERRARI,LESSINGGASSE 5 /22,3400,Niederösterreich,Österreich,48.3059,16.305222,Austria,"LESSINGGASSE 5 /22, 3400, Niederösterreich, Österreich"
HYDROGEN GRUBER SCHMIDT GMBH,HEILIGENKREUZ IM LAFNITZTAL,AT,8299,LF,2,MR JOHANN GRUBER-SCHMIDT,NEUHEILIGENKREUZER STRAßE 7,7561,Burgenland,Österreich,46.961992,16.272409,Austria,"NEUHEILIGENKREUZER STRAßE 7, 7561, Burgenland, Österreich"
HYDROGEN HÖFE FREIENBACH AG,FREIENBACH,CH,2829,LF,15,,"C/O EW HOEFE AG, SCHWERZISTRASSE 37",8807,Schwyz,Schweiz,47.199769,8.755407,Switzerland,"C/O EW HOEFE AG, SCHWERZISTRASSE 37, 8807, Schwyz, Schweiz"
HYDROGEN NOW GMBH,LAUF,DE,4674,LF,2,,WEIGMANNSTR. 26,91207,Nürnberger Land,Deutschland,49.5077333,11.28684995,Germany,"WEIGMANNSTR. 26, 91207, Nürnberger Land, Deutschland"
HYDROGEN POWER STORAGE & SOLUTIONS EAST GERMANY E.V.,HALLE,DE,9499,LF,8,,HEINRICH-DAMEROW-STR. 3,06120,Halle (Saale),Deutschland,51.49368825,11.93804413241206,Germany,"HEINRICH-DAMEROW-STR. 3, 06120, Halle (Saale), Deutschland"
HYDROGEN RISE AG,MÜNCHEN,DE,7490,LF,2,HYDROGEN RISE AG,NYMPHENBURGER STR. 3,80335,"München, Landeshauptstadt",Deutschland,48.1476499,11.5576329,Germany,"NYMPHENBURGER STR. 3, 80335, München, Landeshauptstadt, Deutschland"
HYDROGEN ZERO AG,BASEL,CH,7211,LF,15,,ANGENSTEINERSTRASSE 21,4052,Basel-City,Schweiz,47.5494411,7.6038181,Switzerland,"ANGENSTEINERSTRASSE 21, 4052, Basel-City, Schweiz"
HYDRO-GENERATION GMBH,RHEINE,DE,7112,LF,3,,DAIMLERSTR. 2,48432,Steinfurt,Deutschland,52.3184431,7.434064,Germany,"DAIMLERSTR. 2, 48432, Steinfurt, Deutschland"
HYDROHOLDING MANAGEMENT GMBH,HAINBURG AN DER DONAU,AT,4719,LF,1,MR PETER ROTH,DONAULÄNDE,2410,Niederösterreich,Österreich,48.151111,16.945002,Austria,"DONAULÄNDE, 2410, Niederösterreich, Österreich"
HYDROSOLID GMBH,WILHELMSBURG,AT,4666,U1,3,,SIEDLERSTRAßE 31,3150,Niederösterreich,Österreich,48.095196,15.596567,Austria,"SIEDLERSTRAßE 31, 3150, Niederösterreich, Österreich"
HYDRO-SOURCE LAUSITZ GMBH,COTTBUS,DE,7219,LF,1,MRS URSULA MOELLER,EWALD-HAASE-STR. 18,03044,Cottbus,Deutschland,51.76563,14.336203,Germany,"EWALD-HAASE-STR. 18, 03044, Cottbus, Deutschland"
HYDROSPIDER AG,NIEDERGÖSGEN,CH,2014,LF,4,,WERKSTRASSE 63,5013,Solothurn,Schweiz,47.368838,7.979456,Switzerland,"WERKSTRASSE 63, 5013, Solothurn, Schweiz"
HYDRUI GMBH,FRANKFURT,DE,7022,LF,1,MR ZHANG YAO,BIRNBAUMSMÜHLE,15234,Frankfurt (Oder),Deutschland,52.3489926,14.501240990640342,Germany,"BIRNBAUMSMÜHLE, 15234, Frankfurt (Oder), Deutschland"
HYFINDR GMBH,STUTTGART,DE,6312,LF,2,,EPPLESTR. 5 A,70597,Stuttgart,Deutschland,48.7485115,9.1700016,Germany,"EPPLESTR. 5 A, 70597, Stuttgart, Deutschland"
HYFUTURE GMBH,LANDSHUT,DE,2011,LF,7,,AM MITTERFELD 20,84028,Landshut,Deutschland,48.53709325,12.17961745,Germany,"AM MITTERFELD 20, 84028, Landshut, Deutschland"
HYGENOX GMBH,MÜNCHEN,DE,2011,LF,2,RW FINANCIAL LIMITED,SCHRENKSTR. 7,80339,Bayern,Deutschland,48.1389543,11.5416971,Germany,"SCHRENKSTR. 7, 80339, Bayern, Deutschland"
HYG-NATURE GMBH,GALGENEN,CH,7490,LF,1,MRS CAROLA KEMMER,MARTINSTRASSE 4,8854,Schwyz,Schweiz,47.1817002,8.8745777,Switzerland,"MARTINSTRASSE 4, 8854, Schwyz, Schweiz"
HYNAMICS DEUTSCHLAND GMBH,BERLIN,DE,2011,LF,20,GOVERNMENT OF FRANCE,FRIEDRICHSTR. 94,10117,Berlin,Deutschland,52.5190732,13.3887972,Germany,"FRIEDRICHSTR. 94, 10117, Berlin, Deutschland"
HYSOLUTIONS GMBH,HAMBURG,DE,7219,U1,14,BUNDESREPUBLIK DEUTSCHLAND,BURCHARDSTR. 19 /21,20095,"Hamburg, Freie und Hansestadt",Deutschland,53.5492119,9.999661474378678,Germany,"BURCHARDSTR. 19 /21, 20095, Hamburg, Freie und Hansestadt, Deutschland"
HYTING GMBH,WIESBADEN,DE,2011,LF,3,MR TIM HANNIG,GALILEISTR. 4 A,65193,Wiesbaden,Deutschland,50.09235375,8.230233171579961,Germany,"GALILEISTR. 4 A, 65193, Wiesbaden, Deutschland"
HYTRIB CORPORATION GMBH,FREIBURG,DE,3500,LF,1,MR VIACHESLAV KHOVANSKIY,HIRSCHMATTENSTR. 1,79111,Freiburg im Breisgau,Deutschland,48.000425,7.7892043,Germany,"HIRSCHMATTENSTR. 1, 79111, Freiburg im Breisgau, Deutschland"
HY-X INTERNATIONAL HYDROGEN AND HIGH VOLTAGE COMPETENCE CENTER GMBH,DÜREN,DE,7200,LF,1,HONGWEI XIONG,HANS-BRÜCKMANN-STR.,52351,Düren,Deutschland,50.806952,6.485741,Germany,"HANS-BRÜCKMANN-STR., 52351, Düren, Deutschland"
IBERDROLA STROM GMBH,BERLIN,DE,3511,LF,2,"IBERDROLA, SOCIEDAD ANONIMA",CHARLOTTENSTR. 63,10117,Berlin,Deutschland,52.511521,13.3915077,Germany,"CHARLOTTENSTR. 63, 10117, Berlin, Deutschland"
ICEBERG.ENGINEERING GMBH,AUE,DE,7112,LF,4,MR STEFAN GNICHTEL,ZSCHORLAUER STR. 56,08280,Erzgebirgskreis,Deutschland,50.585006,12.677126,Germany,"ZSCHORLAUER STR. 56, 08280, Erzgebirgskreis, Deutschland"
ICEBERG.HYDROGEN GMBH,AUE-BAD SCHLEMA,DE,7112,LF,1,MR STEFAN GNICHTEL,ZSCHORLAUER STR. 56,08280,Sachsen,Deutschland,50.585006,12.677126,Germany,"ZSCHORLAUER STR. 56, 08280, Sachsen, Deutschland"
IDROGEN ENGIADINAIS SA,SAMEDAN,CH,2014,LF,4,,SAN BASTIAUN 55,7503,Graubünden,Schweiz,46.529398,9.867608,Switzerland,"SAN BASTIAUN 55, 7503, Graubünden, Schweiz"
IGNIS ENERGY GERMANY GMBH,MÜNCHEN,DE,3511,LF,1,MR ANTONIO ARTURO SIEIRA MUCIENTES,MAXIMILIANSPLATZ 17,80333,"München, Landeshauptstadt",Deutschland,48.1417248,11.5719512,Germany,"MAXIMILIANSPLATZ 17, 80333, München, Landeshauptstadt, Deutschland"
IHT INTERNATIONAL HYDROGEN TECHNOLOGIES AG,OBERRIET SG,CH,7120,LF,4,,STAATSSTRASSE 44,9463,St. Gallen,Schweiz,47.314854,9.563574,Switzerland,"STAATSSTRASSE 44, 9463, St. Gallen, Schweiz"
INTERNEXCO GMBH,ZUG,CH,4669,LF,4,Правительство Российской Федерации,DAMMSTRASSE 19,6300,Zug,Schweiz,47.176364,8.514371,Switzerland,"DAMMSTRASSE 19, 6300, Zug, Schweiz"
IPT GMBH,NEUSS,DE,3511,LF,1,MR MOHAMMADREZA TALEBINASAB,BÜDERICHER STR.,41460,Neuss,Deutschland,51.21634985,6.690213073637392,Germany,"BÜDERICHER STR., 41460, Neuss, Deutschland"
ISM VERWALTUNGS- UND BETEILIGUNGS II GMBH,BITTERFELD-WOLFEN,DE,6420,LF,1,MR TOBIAS SCHMIDT,RÖHRENSTR.,06749,Anhalt-Bitterfeld,Deutschland,51.621997,12.326553,Germany,"RÖHRENSTR., 06749, Anhalt-Bitterfeld, Deutschland"
JÄGER TECHNOLOGY CONSULTING GMBH,ZUSAMALTHEIM,DE,7022,LF,1,MR HUBERT JAEGER,LEHBERGRING 19,86637,Günzburg,Deutschland,,,Germany,"LEHBERGRING 19, 86637, Günzburg, Deutschland"
JAG HYDROGEN GMBH,BURGWEDEL,DE,7200,LF,2,,NEUWARMBÜCHENER STR.,30938,Hannover,Deutschland,52.492716,9.899124,Germany,"NEUWARMBÜCHENER STR., 30938, Hannover, Deutschland"
JENSEN GESELLSCHAFT FÜR PROJEKTE REGENERATIVER PORJEKTE MBH,CLENZE,DE,3511,LF,2,MRS HELEN JENSEN,BÖSEN,29459,Lüchow-Dannenberg,Deutschland,52.93440125,10.935198845515584,Germany,"BÖSEN, 29459, Lüchow-Dannenberg, Deutschland"
JERA LOW CARBON ENERGY EUROPE GMBH,MÜNCHEN,DE,6420,U1,n.v.,JERA AMERICAS INC.,THEATINERSTR. 11,80333,"München, Landeshauptstadt",Deutschland,48.1405381,11.57535,Germany,"THEATINERSTR. 11, 80333, München, Landeshauptstadt, Deutschland"
JUNOVA VENTURES AG,WOLLERAU,CH,7490,LF,4,,WILENSTRASSE 4,8832,Schwyz,Schweiz,47.196857,8.724254,Switzerland,"WILENSTRASSE 4, 8832, Schwyz, Schweiz"
JUSHAPE GMBH,ULM,DE,9609,LF,1,JULIAN RUESS,MITTLERER KUHBERG 39,89077,Ulm,Deutschland,48.3816746,9.9629082,Germany,"MITTLERER KUHBERG 39, 89077, Ulm, Deutschland"
KÄPPELI WASSERSTOFF AG,SEEWEN SZ,CH,4730,LF,4,"KäPPELI, FAMILIE",RIEDMATTLI 3,6423,Schwyz,Schweiz,47.031599,8.62596,Switzerland,"RIEDMATTLI 3, 6423, Schwyz, Schweiz"
KÄRCHER ENERGY GMBH,EGGENSTEIN-LEOPOLDSHAFEN,DE,3511,LF,1,MR ANDREAS KAERCHER-HEUSER,MOLTKESTR. 14,76344,"Karlsruhe, Landkreis",Deutschland,49.0758474,8.3920882,Germany,"MOLTKESTR. 14, 76344, Karlsruhe, Landkreis, Deutschland"
KLOCKNER FAMILIEN GMBH,WINDHAGEN,DE,6420,LF,1,,JOHANNISBERG 6 A,53578,Neuwied,Deutschland,50.6439765,7.371639734595959,Germany,"JOHANNISBERG 6 A, 53578, Neuwied, Deutschland"
KOMPENZA (SCHWEIZ) AG,FREIENSTEIN,CH,6499,LF,1,,RIEDHALDEN 3A,8427,Zürich,Schweiz,47.534608,8.58383,Switzerland,"RIEDHALDEN 3A, 8427, Zürich, Schweiz"
KRAFT GREEN ENERGY UG (HAFTUNGSBESCHRÄNKT),ORTENBERG,DE,4799,LF,1,MR RALF KRAFT,GLAUBURGSTR. 30,63683,Wetteraukreis,Deutschland,50.3252047,9.044336107971386,Germany,"GLAUBURGSTR. 30, 63683, Wetteraukreis, Deutschland"
KVYREEN AG,ZÜRICH,CH,7311,LF,4,,HOHLSTRASSE 188,8004,Zürich,Schweiz,47.3811975,8.5181692,Switzerland,"HOHLSTRASSE 188, 8004, Zürich, Schweiz"
KW ENERGIE GMBH,HERZEBROCK-CLARHOLZ,DE,2711,LF,2,,UTHOFSTR. 40,33442,Gütersloh,Deutschland,51.88311075,8.23858011457748,Germany,"UTHOFSTR. 40, 33442, Gütersloh, Deutschland"
LADEWATT GMBH,BERLIN,DE,2821,LF,1,,AM SANDWERDER 40,14109,Berlin,Deutschland,52.426435,13.183618,Germany,"AM SANDWERDER 40, 14109, Berlin, Deutschland"
LAVO GERMANY GMBH,BERLIN,DE,7112,LF,2,LAVO HYDROGEN TECHNOLOGY HOLDING PTY LTD,MULACKSTR. 22,10119,Berlin,Deutschland,52.5276209,13.4039894,Germany,"MULACKSTR. 22, 10119, Berlin, Deutschland"
LETSCHINER ODERSTROM GESELLSCHAFT MBH,LETSCHIN,DE,3511,LF,2,GEMEINDE LETSCHIN,BAHNHOFSTR. 30 A,15324,Märkisch-Oderland,Deutschland,52.6398696,14.3556282,Germany,"BAHNHOFSTR. 30 A, 15324, Märkisch-Oderland, Deutschland"
LHYFE NIEDERSACHSEN GMBH,OLDENBURG,DE,7112,LF,1,LHYFE,STAU 123,26122,Oldenburg,Deutschland,53.1407602,8.231186,Germany,"STAU 123, 26122, Oldenburg, Deutschland"
LIFTE H2-GMBH,BERLIN,DE,6202,U1,16,MR PAUL CHRISTIAN KARZEL,KRONENSTR. 63,10117,Berlin,Deutschland,52.5112731,13.3889185,Germany,"KRONENSTR. 63, 10117, Berlin, Deutschland"
LINDE ÖSTERREICH HOLDING GMBH,STADL-PAURA,AT,6420,U1,n.v.,LINDE PUBLIC LIMITED COMPANY,CARL-VON-LINDE-PLATZ 1,4651,Oberösterreich,Österreich,48.086291,13.8896,Austria,"CARL-VON-LINDE-PLATZ 1, 4651, Oberösterreich, Österreich"
LOGHYDROGEN TECHNOLOGY AG,THUN,CH,7740,LF,4,INNOVATION SOLAR HOLDING AG,STÖCKLIWEG 15,3604,Bern,Schweiz,46.739533,7.62736,Switzerland,"STÖCKLIWEG 15, 3604, Bern, Schweiz"
LOHC INDUSTRIAL SOLUTIONS NRW GMBH,NEUSS,DE,7112,LF,1,HYDROGENIOUS LOHC TECHNOLOGIES GMBH,HAMMFELDDAMM 4 A,41460,Neuss,Deutschland,51.1933943,6.7108561,Germany,"HAMMFELDDAMM 4 A, 41460, Neuss, Deutschland"
MACH SOLAR GMBH,WALLUF,DE,4321,LF,2,,IM SAND 35,65396,Rheingau-Taunus,Deutschland,50.0417283,8.15194525,Germany,"IM SAND 35, 65396, Rheingau-Taunus, Deutschland"
MAXIMATOR HYDROGEN GMBH,NORDHAUSEN,DE,2813,U1,1,"Schmidt, Kranz & Co. Gesellschaft mit beschränkter Haftung",PETRIBLICK 2,99734,Nordhausen,Deutschland,51.486819,10.791122,Germany,"PETRIBLICK 2, 99734, Nordhausen, Deutschland"
MCKINLEY INTERNATIONAL GMBH,STANSSTAD,CH,6499,LF,4,MRS DAPHNE CAROLINE EDWARDS,UNTER SAGI 6,6362,Nidwalden,Schweiz,46.9734566,8.3472943,Switzerland,"UNTER SAGI 6, 6362, Nidwalden, Schweiz"
MCPHY ENERGY DEUTSCHLAND GMBH,WILDAU,DE,2790,U1,52,MCPHY ENERGY,SCHWARTZKOPFFSTR. 1,15745,Dahme-Spreewald,Deutschland,52.3198757,13.6311938,Germany,"SCHWARTZKOPFFSTR. 1, 15745, Dahme-Spreewald, Deutschland"
MDP NEUE ENERGIEN GMBH & CO. KG,DRESDEN,DE,4321,U1,n.v.,MRS HAMS-HELMUT KUTZEER,ANGELIKASTR. 11,01099,Dresden,Deutschland,51.067935,13.782944,Germany,"ANGELIKASTR. 11, 01099, Dresden, Deutschland"
MESSER SCHWEIZ AG,LENZBURG,CH,2011,LF,75,MESSER GROUP GMBH,SEONERSTRASSE 75,5600,Aargau,Schweiz,47.372344,8.172121,Switzerland,"SEONERSTRASSE 75, 5600, Aargau, Schweiz"
MH2 CONCEPT AG,HÖRI,CH,7022,LF,4,,WEINGARTENSTRASSE 11,8181,Zürich,Schweiz,47.504849,8.495895,Switzerland,"WEINGARTENSTRASSE 11, 8181, Zürich, Schweiz"
MKH VERWALTUNG AG,DÜSSELDORF,DE,8299,LF,1,MR MICHAEL HOESEL,KÖNIGSALLEE,40212,Städteregion Aachen,Deutschland,51.2212354,6.777358817060531,Germany,"KÖNIGSALLEE, 40212, Städteregion Aachen, Deutschland"
MOS ENERGIE GMBH,NEUSS,DE,7112,LF,2,,BÜDERICHER STR.,41460,Neuss,Deutschland,51.21634985,6.690213073637392,Germany,"BÜDERICHER STR., 41460, Neuss, Deutschland"
MR H2 AG,ZÜRICH,CH,2014,LF,35,,SPITALGASSE 5,8001,Zürich,Schweiz,47.3736561,8.5444548,Switzerland,"SPITALGASSE 5, 8001, Zürich, Schweiz"
MRS ENERGY INTERNATIONAL GMBH,KÖLN,DE,3514,LF,1,,RUDOLFPLATZ 3,50674,Köln,Deutschland,50.9359341,6.940181,Germany,"RUDOLFPLATZ 3, 50674, Köln, Deutschland"
MULTIPLY AG,BERLIN,DE,6810,LF,1,,LEIPZIGER PLATZ 11,10117,Berlin,Deutschland,52.5094467,13.3796957,Germany,"LEIPZIGER PLATZ 11, 10117, Berlin, Deutschland"
NANOWATER HYDROTECH AG,LUZERN,CH,4614,LF,4,MR HANS PETER STEFFEN,WALDSTÄTTERSTRASSE 6,6003,Lucerne,Schweiz,47.046137,8.307756,Switzerland,"WALDSTÄTTERSTRASSE 6, 6003, Lucerne, Schweiz"
NATUR ENERGIE NIEDERRHEIN GMBH,ALPEN,DE,3511,U1,n.v.,MR ULRICH ROETTEKEN,WIESENSTR. 17 B,46519,Wesel,Deutschland,51.6004618,6.511821596277718,Germany,"WIESENSTR. 17 B, 46519, Wesel, Deutschland"
NEIS GMBH,LUSTENAU,AT,4321,U1,2,,RASIS BÜNDT 10,6890,Vorarlberg,Österreich,47.443414,9.670529,Austria,"RASIS BÜNDT 10, 6890, Vorarlberg, Österreich"
NEUE ENERGIEN PREMNITZ GMBH,PREMNITZ,DE,3820,U1,n.v.,,VISTRASTR. 7,14727,Havelland,Deutschland,52.5334725,12.35108826639562,Germany,"VISTRASTR. 7, 14727, Havelland, Deutschland"
NORDPFALZENERGIE EG,IMSWEILER,DE,9499,LF,2,,RAIFFEISENSTR. 4,67808,Donnersbergkreis,Deutschland,49.6009972,7.800277395012463,Germany,"RAIFFEISENSTR. 4, 67808, Donnersbergkreis, Deutschland"
NRGSYNC VERTRIEBS GMBH,DORTMUND,DE,7490,LF,1,,MALLINCKRODTSTR. 320,44147,Dortmund,Deutschland,51.5237927,7.4456498,Germany,"MALLINCKRODTSTR. 320, 44147, Dortmund, Deutschland"
NUEHYDROGEN UG (HAFTUNGSBESCHRÄNKT),NÜRNBERG,DE,7022,LF,3,,FÜRTHER STR.,90429,Bayern,Deutschland,49.4565245,11.0394923,Germany,"FÜRTHER STR., 90429, Bayern, Deutschland"
OE POWER GMBH,MÜNCHEN,DE,4532,LF,1,QING DING,FORSTENRIEDER ALLEE 213 B,81476,"München, Landeshauptstadt",Deutschland,48.0814507,11.4942744,Germany,"FORSTENRIEDER ALLEE 213 B, 81476, München, Landeshauptstadt, Deutschland"
OHD OFFSHORE HYDROGEN DEVELOPMENT ONE GMBH,ESSEN,DE,3511,LF,3,RWE AKTIENGESELLSCHAFT,RWE PLATZ 4,45141,Essen,Deutschland,51.4657429,7.0115983,Germany,"RWE PLATZ 4, 45141, Essen, Deutschland"
OIL & ENERGY CONSULTING GMBH,BECKENRIED,CH,7022,LF,1,MR DIRK JOHAN VISSER,KIRCHWEG 8,6375,Nidwalden,Schweiz,46.9669633,8.4741672,Switzerland,"KIRCHWEG 8, 6375, Nidwalden, Schweiz"
OLF DEUTSCHLAND GMBH,HAMBURG,DE,4671,LF,12,SHELL PLC,BROOK 2 /BLOCK H,20457,"Hamburg, Freie und Hansestadt",Deutschland,53.5445199,9.994349791490048,Germany,"BROOK 2 /BLOCK H, 20457, Hamburg, Freie und Hansestadt, Deutschland"
OWW OBERPFÄLZER WASSERSTOFFWERKE GMBH,PILSACH,DE,2011,LF,2,,WALDECK 2,92367,Bayern,Deutschland,49.31242475,11.500365279230085,Germany,"WALDECK 2, 92367, Bayern, Deutschland"
P3 ENERGY SOLUTIONS GMBH,MÜNCHEN,DE,7112,LF,2,,WILHELM-WAGENFELD-STR. 22,80807,"München, Landkreis",Deutschland,48.18359,11.5921563,Germany,"WILHELM-WAGENFELD-STR. 22, 80807, München, Landkreis, Deutschland"
PANKE WIND GMBH,BERLIN,DE,4669,LF,1,MR JAN KARSTAEDT,RYKESTR. 3,10405,Berlin,Deutschland,52.5349777,13.4195789,Germany,"RYKESTR. 3, 10405, Berlin, Deutschland"
PHILIPP GREBER GMBH,SCHWEINFURT,DE,4669,U1,14,MR GEORG GUTTROFF,SCHOPPERSTR. 29,97421,Schweinfurt,Deutschland,50.0493421,10.2251703,Germany,"SCHOPPERSTR. 29, 97421, Schweinfurt, Deutschland"
